MOTHERLODE_ID,PROJECT_ID,RESPONDENT_ID,METHOD_ID,METHOD_TYPE,PROJECT_NUMBER,CREATED_ON,PRACTICE,RESPONDENT_DATE,RESPONDENT_LANGUAGE,TEMPLATE_NUMBER_162048140,ENTITY_ID,SCAN_RESPONDENT_ID,AUTO_INCREMENT,CASEID,BATCH_ID,LANG1,Q1,Q2_DK,Q3,Q3_1,Q4,Q7,Q8,Q25,Q10,Q11,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q13J,Q13K,Q13L,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q17,Q18,Q9,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20A,Q20B,Q20C,Q20D,Q20E,Q20F,Q20G,Q20H,Q21,Q23A,Q23B,Q23C,Q23D,Q23E,Q23F,Q23G,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q26,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29,Q30A,Q30B,Q30C,Q30D,Q30E,Q30F,Q30G,Q30H,Q30I,Q31,Q32,Q33,Q34,Q35,Q36A,Q36B,Q36C,Q36D,Q36E,Q36F,Q36G,Q37A,Q37B,Q37C,Q37D,Q37E,Q38,Q39A,Q39B,Q39C,Q39D,Q39E,Q39F,Q39G,Q39H,Q39I,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47,Q48,Q50,Q50_DNA,Q51,Q51_DNA,Q51A,Q52,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q57A,Q57B,Q57C,Q57D,Q58A,Q58B,Q58C,Q58D,Q58E,Q59A,Q59B,Q61A,Q61B,Q61C,Q61D,Q62,Q63,Q64A,Q64B,Q64C,Q64D,Q65A,Q65B,Q66A,Q66B,Q66C,Q66D,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q69A,Q69B,Q69C,Q69D,Q70A,Q70B,Q70C,Q70D,Q71A,Q71B,Q71C,Q71D,Q71E,Q71F,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q73F,Q73G,Q73H,Q74_NO,Q74A,Q74B,Q74C,Q75A,Q75B,Q75C,Q75D,Q75E,Q75F,Q75G,Q75H,Q75_1A,Q75_1B,Q75_1C,Q76A,Q76B,Q76C,Q76D,Q76E,Q76F,Q76_1A,Q76_1B,Q76_1C,Q76_1D,Q76_1E,Q76_1F,Q76_1G,Q76_1H,Q77,Q78_M,Q78_Y,Q79,Q80,Q80A,Q81,Q83,Q84,Q85,Q86,Q87,Q87A,Q87B,Q88A,Q88B,Q88C,Q88D,Q88E,Q88F,Q89,Q90,Q91,Q91A,Q92,Q92_NONE,Q92A,Q93,Q93_NONE,Q94,Q95,BAYLOR_2014_LANGUAGE,AGE,AGE_VALID,STRATUM_KEY,STATE,PROJWT,WEIGHT,Q2,RELTRAD,I_GENDER,I_EDUC,I_MARITAL,I_RELIGION,I_ATTEND
128171910,33370,01_000494_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139832237,4139832237,494,494,20,en-US,12,,3,3,5,1,2,3,4,8,2,3,2,2,2,2,2,2,2,1,1,1,0,1,8,2,8,8,8,2,1,1,4,3,,3,3,3,4,3,4,,4,,4,3,4,4,4,4,4,4,4,4,4,2,3,3,3,2,3,2,2,3,4,2,2,3,3,3,2,2,1,2,2,2,2,2,2,1,2,7,2,3,2,2,3,3,1,2,3,3,2,2,3,2,2,,2,2,2,2,2,2,,2,2,2,2,,2,1,2,,,,,,,,,,,,,,6,2,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,3,3,3,,2,2,3,3,,,3,,,,,,,,,,2,1,1,2,,,,1,1,1,,,,,,,,,,,,2,4,4,3,3,,3,3,3,,,,,,,,,1,5,1960,1,2,2,6,,,,2,1,1,1,2,1,,,,,1,3,5,1,0,,,0,,3,1,1,54,1,33,PA,120128.756688772,1.61474046630988,,3,1,2,,3,4
128171253,33370,01_000495_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139831446,4139831446,495,495,20,en-US,27,,4,4,3,5,1,3,5,5,2,2,1,1,4,4,1,1,1,1,1,1,0,1,8,3,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,1,3,3,4,1,2,3,1,1,4,2,1,4,4,1,2,1,2,2,2,2,2,2,2,1,4,7,3,2,8,2,2,3,1,2,2,1,2,2,3,2,2,1,1,2,2,2,2,1,1,8,1,1,2,1,1,1,2,2,2,2,2,1,0,,1,,1,1,,,,1,3,3,2,2,2,3,2,6,6,9,9,4,27,12,1,1,1,4,1,1,8,8,8,1,2,2,3,3,3,3,5,5,5,5,5,3,2,3,2,2,4,4,0,0,2,4,2,0,3,3,3,3,3,3,2,2,1,1,1,2,1,2,1,,4,,,4,4,4,2,4,2,2,3,1,4,5,5,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1976,1,4,1,3,37,2,2,1,1,1,1,2,1,2,2,2,2,1,4,,1,3,,17,1,,3,1,1,38,1,31,SC,27191.1323483813,0.365496346902778,Holiness,1,2,3,1,1,3
128171252,33370,01_000496_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834310,4139834310,496,496,20,en-US,16,,3,4,3,4,3,3,5,0,1,1,1,1,2,1,1,1,1,1,4,1,0,3,0,0,0,0,4,1,1,2,4,4,2,4,3,4,4,1,4,1,4,1,4,1,4,3,4,4,2,3,4,4,4,2,4,2,3,2,2,4,1,1,4,3,1,4,2,4,1,2,1,1,1,2,2,2,2,1,2,2,4,4,1,3,4,4,3,2,4,2,4,4,3,4,4,2,2,3,1,1,1,3,2,1,3,1,2,1,3,1,3,2,2,2,2,0,0,20,,21,,6,,,,1,4,4,3,3,2,4,4,3,4,8,8,8,16,16,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,3,3,2,3,3,2,2,1,1,1,1,1,2,2,1,1,,,,,,,,,,,,5,5,1,4,2,1,1,1,1,1,1,2,1,1,1,1,2,2,12,1948,1,3,2,6,,,,2,2,1,1,1,2,2,2,2,2,1,4,3,2,1,,35,,1,3,3,1,66,1,42,PA,73384.9922550822,0.986422567588214,,4,2,3,4,4,3
128171254,33370,01_000497_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139833161,4139833161,497,497,20,en-US,12,,4,4,7,5,2,2,5,8,4,4,1,4,2,2,1,1,1,1,1,1,3,1,1,1,1,0,0,2,1,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1,4,4,4,1,4,4,4,1,4,4,1,1,3,3,1,3,3,3,1,1,1,2,2,2,2,2,2,1,2,1,2,4,8,3,4,4,3,4,4,4,2,1,1,4,2,2,3,3,2,2,2,2,2,2,2,1,2,1,2,2,4,2,2,2,2,0,0,23,,,1,2,1,4,4,1,4,4,3,2,1,3,1,8,8,9,9,9,12,12,1,1,2,4,1,1,1,1,2,1,3,2,1,2,2,4,5,5,5,5,5,2,2,1,1,1,5,,,,4,2,2,2,2,3,3,3,1,2,2,1,1,1,1,1,2,2,1,,,3,,2,2,2,2,1,2,2,2,4,2,4,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,6,1958,1,3,2,1,40,2,1,2,2,2,8,1,2,2,2,2,2,,7,,2,3,,31,0,1,3,4,1,56,1,41,NY,26544.4028195717,0.356803171598951,Community Church,1,1,6,2,1,6
128171255,33370,01_000498_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834194,4139834194,498,498,20,en-US,45,,2,3,2,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,4,4,1,2,2,2,2,2,2,4,1,3,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,4,4,4,4,4,1,4,1,2,1,2,2,1,2,2,2,2,1,4,4,4,3,2,3,3,3,1,3,4,2,3,2,4,2,2,2,1,,1,1,2,3,1,1,8,1,3,1,3,2,3,2,2,2,2,0,0,19,,,1,2,1,4,3,1,2,2,3,2,3,1,1,2,2,8,9,3,37,12,4,4,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,3,2,3,3,3,3,2,1,1,1,1,1,2,2,2,,,3,,3,5,3,3,3,3,3,1,3,3,4,3,3,3,3,3,3,1,1,2,2,2,2,1,1,2,7,1947,1,3,1,6,,,,2,2,2,8,1,,,,,,,4,3,2,2,,19,,1,3,4,1,67,1,42,NY,73384.9922550822,0.986422567588214,,,2,3,2,,3
128171256,33370,01_000499_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139835887,4139835887,499,499,20,en-US,34,1,4,3,8,2,1,4,5,0,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,4,8,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,1,1,1,4,4,,,,,,,,4,,4,2,2,2,2,2,2,2,2,2,4,1,,3,,1,1,1,1,1,1,1,4,4,4,4,4,,3,3,1,1,1,3,3,1,8,1,1,1,1,2,,1,2,2,2,5,6,,,,,3,,4,6,,,,,1,4,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,43,ME,56753.3309835435,0.762863969152954,Lewiston Me.,6,,,2,5,6
128171257,33370,01_000500_00000020,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834416,4139834416,500,500,20,en-US,20,1,4,3,7,4,1,3,5,8,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,8,8,8,3,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,3,4,4,3,1,3,2,3,1,3,4,1,1,4,3,1,3,4,3,1,1,2,2,2,2,2,2,2,1,2,3,2,1,8,2,3,3,2,2,2,2,3,4,4,4,4,2,3,1,1,2,1,3,3,1,3,1,2,1,2,1,3,2,1,2,2,0,0,20,,,1,2,1,4,4,1,3,3,3,4,3,2,3,4,4,4,4,1,20,30,1,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,3,3,3,2,2,2,2,1,1,2,2,1,2,1,1,,,,,,,,,,,,3,4,4,3,2,2,4,2,3,1,2,1,2,2,1,1,1,2,11,1949,1,4,2,6,,,,1,2,2,8,1,,,,,,,3,3,1,2,,22,,1,3,3,1,65,1,42,WV,141691.919174933,1.90458706097852,,6,2,2,2,5,6
128171258,33370,01_000501_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834730,4139834730,501,501,21,en-US,12,,3,3,1,4,8,3,4,3,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,0,0,0,1,1,1,4,3,4,4,4,3,4,3,4,4,4,4,4,3,1,4,4,4,4,4,3,3,4,2,3,2,3,2,2,3,1,1,4,4,1,2,4,2,2,2,2,2,2,2,2,2,2,1,4,4,1,1,8,3,3,4,1,4,3,2,3,2,2,2,3,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,4,2,2,2,1,0,0,18,,39,,5,,,,1,4,3,4,2,2,2,2,7,7,8,8,4,16,,4,4,4,1,1,1,2,1,1,1,1,2,1,1,1,2,2,3,2,2,3,4,5,3,2,2,5,0,0,0,4,0,0,0,1,3,3,1,2,1,2,2,1,1,1,2,1,2,2,1,,,,,,,,,,,,2,2,4,3,3,2,3,3,2,1,1,1,2,2,2,1,2,2,11,1964,1,3,2,1,53,2,1,2,2,2,8,1,,,,,,,2,,1,2,,28,,1,3,3,1,50,1,42,TN,132168.202880564,1.7765716672122,Southern Baptist,1,2,1,3,1,2
128171911,33370,01_000502_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834421,4139834421,502,502,21,en-US,12,,3,4,3,3,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,2,1,2,3,3,2,3,3,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,2,3,3,3,2,3,4,4,2,4,4,2,3,3,2,2,1,2,2,2,2,2,2,2,1,5,7,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,3,2,2,2,1,0,0,22,,33,,6,,,,2,,,,2,3,3,2,8,3,7,8,3,12,27,2,2,2,3,1,1,2,1,2,3,2,2,3,3,3,1,1,1,1,2,1,2,2,2,2,2,1,4,1,0,1,4,0,0,3,3,3,2,3,3,2,2,1,1,1,1,1,2,1,,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,2,1,2,2,2,1,8,1960,1,4,1,1,30,1,1,2,2,1,1,,1,,,,,,3,,2,,1,,,,3,2,1,54,1,42,NC,271892.499621655,3.65471044341763,Southern Baptist,3,1,2,4,3,3
128171259,33370,01_000503_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139837267,4139837267,503,503,21,en-US,45,,4,4,7,2,5,3,5,8,1,3,1,1,2,1,1,1,1,1,1,1,1,3,1,1,0,1,3,2,1,3,4,1,3,3,3,1,4,1,4,2,4,2,4,4,2,4,4,4,1,4,4,4,3,2,4,2,4,1,4,4,4,1,4,2,3,3,4,4,3,2,1,2,2,1,2,2,2,1,3,4,2,4,1,3,4,4,3,3,4,3,4,2,3,4,2,2,2,3,2,1,3,3,3,2,3,2,1,2,2,2,4,2,2,2,2,0,0,19,,,1,2,2,4,4,1,4,4,4,1,1,3,1,8,8,8,8,8,13,13,4,4,3,2,2,1,1,1,4,1,3,3,1,1,1,4,2,2,2,4,4,2,2,4,1,2,4,1,1,0,4,1,1,0,1,1,3,2,1,1,2,2,1,1,2,2,1,2,1,,3,3,3,5,5,5,5,1,4,5,1,2,2,4,3,1,3,1,1,1,1,2,2,2,2,2,2,2,1,3,1988,1,4,2,3,45,2,2,2,2,2,8,1,2,2,2,2,2,1,6,,2,2,,22,2,,3,3,1,26,1,43,MO,105661.056923123,1.4202692929626,Protestant,1,1,5,2,1,6
128171260,33370,01_000504_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139818296,4139818296,504,504,21,en-US,16,,3,4,5,3,3,3,4,3,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,3,2,3,1,3,4,2,3,4,4,2,4,1,4,1,1,1,4,1,4,4,4,4,3,3,4,3,3,2,4,3,3,2,3,3,4,3,4,3,2,1,4,1,2,1,2,2,1,2,2,2,2,1,7,7,3,3,2,3,4,3,3,3,3,1,3,3,3,3,3,2,2,2,2,1,3,3,2,2,8,2,2,1,3,2,4,1,2,2,2,0,0,25,,,1,2,1,3,4,1,2,3,3,2,2,3,2,8,7,1,1,1,16,16,3,3,3,3,1,1,2,1,4,1,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,4,1,3,1,1,1,3,1,2,2,3,3,3,2,2,1,1,2,1,1,2,2,1,,4,3,4,,,,,,,,,3,3,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,6,1976,1,1,2,3,40,2,2,2,2,2,8,1,,,,,,2,4,,1,2,,21,2,,3,5,1,38,1,11,NM,22556.3107753439,0.303196243626932,Catholic,4,2,3,2,4,4
128171261,33370,01_000505_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139818915,4139818915,505,505,21,en-US,16,,3,3,5,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,2,1,2,3,3,2,3,2,3,4,3,3,3,3,2,4,2,1,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,2,1,2,2,2,4,3,3,1,1,1,2,2,2,2,2,2,1,2,1,4,4,1,2,3,,2,2,3,2,4,4,3,4,4,2,3,3,8,3,1,3,8,1,3,1,1,2,3,1,3,2,2,2,2,0,0,17,,,1,2,1,4,3,1,4,4,4,4,3,3,3,4,6,8,9,4,16,16,3,1,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,3,3,2,3,2,2,2,2,1,1,2,1,2,1,,4,,,4,3,4,3,3,3,3,3,3,2,4,4,2,2,3,2,2,1,1,2,1,1,1,1,2,2,6,1964,1,,1,6,,,,2,2,2,8,1,2,2,2,2,,4,4,1,2,2,,22,,1,3,7,1,50,1,12,CA,38606.3195821668,0.518936416249806,Roman Catholic,4,2,3,2,4,4
128171912,33370,01_000506_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139832454,4139832454,506,506,21,en-US,46,,3,4,8,3,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,3,2,0,1,2,1,1,1,4,3,3,4,4,3,4,1,4,1,4,1,4,1,2,4,4,3,3,3,4,4,4,1,4,4,4,1,4,3,4,1,4,4,2,1,4,1,4,2,2,2,2,2,2,2,2,1,4,4,1,1,8,2,1,1,1,3,3,1,2,4,4,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,2,0,0,,1,,1,3,2,4,5,2,3,3,3,,,,,4,1,9,9,0,20,9998,3,3,3,3,1,1,8,8,8,8,,,2,2,2,,1,1,1,1,1,,,,,,,,,,1,4,8,8,3,3,3,3,3,3,1,2,1,1,1,1,2,1,2,,,,,,,,,,,,,1,5,5,3,3,3,3,3,1,1,2,1,2,1,1,1,2,2,5,1962,1,3,2,6,10,1,8,2,2,2,1,,,,,,,,2,4,2,2,,17,,1,3,1,1,52,1,33,GA,25220.9112020343,0.339013130891243,,,2,1,2,,6
128171262,33370,01_000507_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139831973,4139831973,507,507,21,en-US,33,,2,2,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,8,1,1,,,,,,,,,,,,,,,4,4,4,3,,2,2,3,2,3,2,3,2,4,1,3,4,3,4,3,3,2,4,1,2,2,2,2,2,2,2,2,2,2,5,4,3,3,2,3,3,4,2,3,3,2,2,1,3,2,2,2,2,2,2,1,2,3,1,2,3,1,2,2,3,1,3,2,2,2,2,3,0,35,,,1,2,1,3,3,1,2,3,3,3,2,3,,3,3,4,4,4,33,33,,,3,1,2,1,1,1,1,1,2,4,2,2,2,4,2,1,1,1,3,2,1,1,1,1,5,0,0,0,2,4,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,,3,2,,3,2,2,3,3,3,3,1,1,1,5,3,2,2,1,1,1,1,1,2,1,2,2,2,1,1,6,1965,1,3,2,1,50,2,1,2,2,2,8,1,2,2,2,2,2,,6,,2,,1,,,1,3,6,1,49,1,32,AL,58920.3586458831,0.791992608743042,,2,1,5,2,2,3
128171913,33370,01_000508_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139837178,4139837178,508,508,21,en-US,16,,3,3,1,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,5,4,2,2,4,2,2,4,3,4,2,4,1,4,2,1,3,4,3,3,2,4,3,2,1,3,1,4,2,4,4,4,4,4,1,4,3,3,3,4,1,1,2,2,2,1,2,2,1,4,2,2,1,1,3,3,3,3,2,2,2,3,3,4,2,4,2,1,1,8,1,3,3,1,1,8,2,2,1,3,2,2,2,2,2,2,3,0,,1,,1,1,,,,2,,,,3,1,3,3,0,0,8,8,8,16,,3,2,3,2,2,1,1,1,3,1,3,3,1,1,1,2,1,2,2,2,2,3,3,4,4,2,3,1,2,1,3,1,2,1,2,3,3,2,1,2,2,2,2,1,1,2,1,2,1,1,,,,,,,,,,,,1,1,5,3,5,5,2,3,1,1,1,2,1,2,2,1,2,1,6,1981,1,1,2,1,45,4,1,2,2,1,1,1,,,,,,,7,7,1,,1,,,,3,5,1,33,1,43,IL,73672.2967235645,0.99028444183213,Roman Catholic,4,1,6,1,4,2
128171914,33370,01_000509_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834690,4139834690,509,509,21,en-US,33,,3,3,7,3,3,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,0,3,2,1,3,3,2,3,2,3,3,3,2,2,3,2,3,2,4,3,3,3,3,2,3,3,3,2,3,3,2,3,3,4,4,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,4,3,2,1,8,2,3,4,2,3,3,2,4,3,3,3,4,2,1,1,1,1,3,3,2,1,3,2,2,1,4,1,4,2,2,2,1,1,0,28,,,1,2,1,4,3,1,3,3,4,3,2,2,3,8,8,9,9,8,16,16,3,2,4,1,1,1,2,3,3,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,4,1,0,0,4,1,0,1,3,2,3,2,2,2,2,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,2,3,4,4,3,3,2,2,3,2,1,2,1,2,2,1,2,1,4,1972,1,2,2,1,30,5,2,1,2,2,8,1,,,,,,1,7,,2,2,,30,2,,3,6,1,42,1,42,AL,82135.559043423,1.10404548058388,United Methodist?,2,1,6,2,2,6
128171263,33370,01_000510_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834103,4139834103,510,510,21,en-US,22,,4,3,8,4,2,3,4,7,2,4,1,1,2,1,1,1,2,1,1,1,3,1,1,1,0,0,0,2,1,4,4,1,3,3,3,2,4,1,4,2,4,2,4,1,4,4,4,4,1,4,4,4,4,2,4,4,4,1,3,4,1,1,4,2,1,4,4,4,3,1,2,2,1,2,2,2,2,1,2,4,3,2,8,3,3,4,3,3,3,2,3,2,3,2,3,2,2,1,1,1,3,3,2,8,8,1,2,2,3,2,3,2,2,2,2,0,0,22,,29,,2,2,2,1,1,2,4,4,2,2,3,2,2,2,8,7,1,25,16,2,2,1,4,2,1,1,1,1,1,3,3,2,2,2,4,4,4,4,5,4,1,2,3,2,3,5,0,0,0,4,0,2,0,3,3,3,3,1,3,2,1,1,2,1,1,2,2,2,,3,,,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,1,2,2,2,2,2,10,1953,1,4,1,1,33,2,1,1,2,2,8,1,2,2,2,2,2,,4,,2,3,,32,,1,3,5,1,61,1,42,NJ,71549.7767537251,0.961754063425485,Church of the Nazarene,1,2,3,2,1,6
128171915,33370,01_000511_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139829901,4139829901,511,511,21,en-US,33,,2,4,0,,,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,3,1,0,1,8,1,,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,2,2,2,2,3,3,2,3,2,2,3,2,2,3,4,1,4,4,4,1,4,3,2,1,1,2,2,2,2,2,2,2,6,6,3,3,2,1,2,3,1,3,3,1,4,3,3,3,3,2,8,2,1,1,1,3,1,1,8,1,3,1,3,2,3,2,2,2,2,0,0,,1,,1,1,,,,2,,,,2,3,3,2,0,0,8,1,1,31,,4,4,3,3,1,1,4,1,3,1,1,2,1,1,1,3,1,1,1,3,3,1,1,1,4,1,4,2,2,0,2,2,4,0,3,2,3,3,3,3,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,3,4,2,5,3,3,3,4,3,1,1,1,2,1,2,1,2,2,3,1978,1,2,2,3,40,5,2,2,2,2,8,2,1,2,2,2,2,1,6,,2,,1,,,,3,5,1,36,1,21,NY,17054.9126606825,0.229247836918291,United Methodist,2,2,5,1,2,1
128171916,33370,01_000512_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139836145,4139836145,512,512,21,en-US,,,2,2,0,,,4,0,0,1,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,3,3,,,,3,,,,,,,,,4,2,4,,4,3,3,3,,,,,,,,,,,,5,1,2,8,3,3,3,2,2,1,1,2,2,4,4,3,1,1,1,1,1,,8,2,8,8,2,2,,2,1,3,2,2,2,2,0,0,20,,,1,2,2,3,2,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,3,2,3,1,2,2,2,2,1,2,2,2,1,,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,1,1,1,1,2,1,1,1,11,1943,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,71,1,43,PA,72148.7656429004,0.96980552108543,,,1,,2,,1
128171264,33370,01_000513_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139834867,4139834867,513,513,21,en-US,12,,3,3,1,1,8,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,1,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,3,1,2,2,1,3,4,2,4,3,4,1,4,2,1,1,2,2,2,2,2,2,2,1,2,4,4,4,1,2,3,2,1,3,3,2,4,3,3,4,4,2,3,3,1,3,1,3,3,1,3,1,2,1,3,1,2,2,2,2,2,0,0,40,,37,,2,2,1,3,1,2,2,3,3,4,3,3,2,2,8,1,4,12,12,2,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,8,8,8,2,3,3,2,3,2,1,2,1,1,1,1,1,2,1,,3,3,,3,3,3,3,4,4,3,3,1,1,5,4,4,4,3,2,3,2,1,2,1,2,2,1,2,1,11,1939,1,4,1,6,,,,2,2,1,1,1,,,,,,1,5,3,2,2,,25,,1,3,4,1,75,1,42,OH,51325.3792600785,0.689902810320993,Southern Baptist,1,1,4,2,1,2
128171917,33370,01_000514_00000021,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/28/2014,en-US,162048140,4139837910,4139837910,514,514,21,en-US,45,1,2,3,2,3,8,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,3,1,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,2,1,2,3,3,2,2,2,3,2,2,3,3,3,4,3,3,2,4,2,1,1,2,2,2,2,2,2,2,1,4,3,3,4,1,3,3,3,2,2,3,2,3,3,3,3,3,2,2,1,2,2,1,1,2,1,2,1,2,1,3,1,3,2,2,2,2,0,0,19,,23,,6,,,,1,2,3,3,2,2,3,2,0,0,4,1,1,33,22,3,3,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,3,1,3,3,3,3,1,2,1,2,1,2,2,2,1,,4,4,,4,4,4,3,3,3,3,3,2,2,4,3,4,4,4,2,2,1,1,1,2,1,1,1,1,2,2,1944,1,1,1,6,,,,1,2,2,8,1,,,,,,,4,3,1,1,,19,,1,3,4,1,70,1,43,CA,37942.2045173419,0.510009548953268,,,2,3,4,,3
